Date of Encashment,Name of the Political Party,Denomination
19/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
19/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
19/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
22/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
22/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
22/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
22/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
22/Oct/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
23/Oct/2019,BHARTIYA JANTA PARTY,10000000
23/Oct/2019,BHARTIYA JANTA PARTY,1000000
23/Oct/2019,BHARTIYA JANTA PARTY,10000000
23/Oct/2019,BHARTIYA JANTA PARTY,10000000
20/Jan/2020,BIJU JANATA DAL,10000000
20/Jan/2020,BIJU JANATA DAL,10000000
20/Jan/2020,BIJU JANATA DAL,10000000
20/Jan/2020,BIJU JANATA DAL,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
21/Jan/2020,BHARTIYA JANTA PARTY,10000000
24/Jan/2020,AAM AADMI PARTY,1000000
24/Jan/2020,AAM AADMI PARTY,1000000
24/Jan/2020,AAM AADMI PARTY,1000000
24/Jan/2020,BIJU JANATA DAL,10000000
24/Jan/2020,BIJU JANATA DAL,10000000
24/Jan/2020,BIJU JANATA DAL,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,100000
27/Jan/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
27/Jan/2020,BHARTIYA JANTA PARTY,10000000
27/Jan/2020,BHARTIYA JANTA PARTY,10000000
27/Jan/2020,BHARTIYA JANTA PARTY,10000000
27/Jan/2020,BHARTIYA JANTA PARTY,10000000
27/Jan/2020,BHARTIYA JANTA PARTY,10000000
27/Jan/2020,BIJU JANATA DAL,10000000
27/Jan/2020,BIJU JANATA DAL,10000000
27/Jan/2020,BIJU JANATA DAL,10000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
28/Jan/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
03/Feb/2020,BHARTIYA JANTA PARTY,10000000
03/Feb/2020,BHARTIYA JANTA PARTY,10000000
03/Feb/2020,BHARTIYA JANTA PARTY,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
22/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
23/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
23/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
23/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
23/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,BIJU JANATA DAL,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
23/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
27/Oct/2020,BIJU JANATA DAL,10000000
28/Oct/2020,BIJU JANATA DAL,10000000
28/Oct/2020,BIJU JANATA DAL,10000000
28/Oct/2020,BIJU JANATA DAL,10000000
28/Oct/2020,BIJU JANATA DAL,10000000
28/Oct/2020,BIJU JANATA DAL,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,DMK PARTY IN PARLIAMENT,10000000
29/Oct/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
29/Oct/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
29/Oct/2020,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
29/Oct/2020,RASTRIYA JANTA DAL,10000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,ALL INDIA TRINAMOOL CONGRESS,1000000
31/Oct/2020,BIHAR PRADESH JANTA DAL(UNITED),10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,10000000
02/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,10000000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
05/Nov/2020,BHARTIYA JANTA PARTY,1000000
05/Nov/2020,BHARTIYA JANTA PARTY,100000
06/Nov/2020,AAM AADMI PARTY,10000000
06/Nov/2020,AAM AADMI PARTY,10000000
06/Nov/2020,AAM AADMI PARTY,10000000
07/Nov/2020,ALL INDIA TRINAMOOL CONGRESS,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
07/Nov/2020,YSR CONGRESS PARTY (YUVAJANA SRAMIKA R,10000000
